iso2,standardised_legal_form_orbis,national_legal_form_orbis
PT,Other legal forms,Complementary group of companies
PT,Public limited companies,Sports public limited company - SAD
PT,Public authorities,County/region
PT,Non profit organisations,Foundation
PT,Partnerships,Law firm
PT,Public authorities,Public authority
PT,Partnerships,Partnership
PT,Partnerships,Civil company
PT,Other legal forms,Irregular company
PT,Non profit organisations,Educational institution
PT,Partnerships,General partnership
PT,Branches,Branch
PT,Other legal forms,Investment fund
PT,Other legal forms,Fund
PT,Other legal forms,Open-ended investment company
PT,Other legal forms,Unlisted closed-ended investment company
PT,Other legal forms,State company - EPE
PT,Public limited companies,One-person public limited company - SA
PW,Companies with unknown/unrecorded legal form,NA
PY,Public limited companies,Limited company with open capital
PY,Partnerships,Cooperative company
PY,Companies with unknown/unrecorded legal form,NA
PY,Public limited companies,Limited company
PY,Non profit organisations,Association
PY,Foreign companies,Foreign company
PY,Non profit organisations,Public benefit corporation
PY,Public limited companies,Insurance stock company
PY,Private limited companies,Limited liability company
PY,Public limited companies,Public limited company
PY,Public authorities,Government institution
PY,Other legal forms,Company
PY,Other legal forms,Autonomous entity
PY,Other legal forms,Consortium
PY,Non profit organisations,Foundation
PY,Partnerships,Limited partnership
PY,Non profit organisations,Civil association
PY,Non profit organisations,Mutual company
PY,Other legal forms,Mixed entity
PY,Partnerships,General partnership
PY,Public authorities,Municipality
PY,Other legal forms,Trade union
PY,Non profit organisations,Mutual association
PY,Private limited companies,One-person company with limited liability
PY,Partnerships,Limited partnership by shares
PY,Other legal forms,Condominium
PY,Other legal forms,Consortium of cooperatives
PY,Sole traders/proprietorships,Sole trader
PY,Public limited companies,Corporation
PY,Branches,Branch
QA,Other legal forms,Government owned corporation
QA,Public limited companies,Joint stock company
QA,Foreign companies,Foreign (registered) company's office
QA,Public limited companies,Insurance stock company
QA,Private limited companies,Limited liability company
QA,Other legal forms,Company
QA,Sole traders/proprietorships,Sole proprietorship
QA,Other legal forms,Joint venture company
QA,Public limited companies,Public limited company
QA,Companies with unknown/unrecorded legal form,NA
QA,Non profit organisations,Non profit organization
QA,Private limited companies,One-person company
QA,Public authorities,Government body
QA,Partnerships,General partnership
QA,Branches,Branch
QA,Other legal forms,Open-ended investment company
RO,Public limited companies,Joint stock company - SA
RO,Private limited companies,Limited liability company - SRL
RO,Partnerships,Limited partnership - SCS
RO,Companies with unknown/unrecorded legal form,NA
RO,Public authorities,Company under state supervision
RO,Public limited companies,Insurance stock company
RO,Public limited companies,European company
RO,Other legal forms,European economic interest group - GEIE
RO,Partnerships,Agricultural cooperative company
RO,Non profit organisations,Association
RO,Other legal forms,Family association
RO,Branches,Branch
RO,Partnerships,Cooperative company
RO,Partnerships,General partnership - SNC
RO,Other legal forms,Economic interest group - GIE
RO,Sole traders/proprietorships,Individual company - II
RO,Sole traders/proprietorships,Entrepreneur - PF
RO,Sole traders/proprietorships,Entrepreneur - authorized - PFA
RO,Other legal forms,Credit cooperative company
RO,Sole traders/proprietorships,Family company - IF
RO,Non profit organisations,Foundation
RO,Other legal forms,Federation
RO,Other legal forms,Union
RO,Partnerships,Limited partnership by shares - SCA
RO,Other legal forms,Fund
RS,Other legal forms,State owned company - JP
RS,Public limited companies,Joint stock company - AD
RS,Private limited companies,Limited liability company - DOO
RS,Partnerships,Limited partnership - KD
RS,Companies with unknown/unrecorded legal form,NA
RS,Foreign companies,Representative office of foreign legal entity
RS,Public limited companies,Insurance stock company - AD
RS,Partnerships,Cooperative society
RS,Sole traders/proprietorships,Entrepreneur - workshop
RS,Other legal forms,Social company
RS,Non profit organisations,Business association
RS,Partnerships,General partnership - OD
RS,Branches,Branch
RS,Other legal forms,Fund
RS,Other legal forms,Socially owned company
RU,Public limited companies,Open joint stock company - OAO
RU,Private limited companies,Closed joint stock company - ZAO
RU,Private limited companies,Limited liability company - OOO
RU,Public limited companies,Joint stock company - AO
RU,Branches,Branch
RU,Companies with unknown/unrecorded legal form,NA
RU,Branches,Separate subdivision
RU,Public authorities,State financed organization
RU,Public limited companies,Insurance stock company
RU,Public authorities,State institution
RU,Other legal forms,State unitary company
RU,Other legal forms,Federal state unitary company
RU,Public limited companies,Public limited company
RU,Branches,Business subdivision
RU,Other legal forms,State corporation
RU,Partnerships,Consumers cooperative company
RU,Non profit organisations,Non-commercial organization/partnership/cooperative
RU,Branches,Branch (representation)
RU,Other legal forms,Housing cooperative company
RU,Other legal forms,State company
RU,Other legal forms,Government company
RU,Public authorities,Municipal autonomous institution
RU,Other legal forms,Unitary enterprise
RU,Other legal forms,Farm
RU,Non profit organisations,"Society, religion organization/union"
RU,Partnerships,Collective farm
RU,Partnerships,Agricultural cooperative company
RU,Public authorities,State autonomous institution
RU,Non profit organisations,"Private organization (institution, establishment)"
RU,Partnerships,Limited partnership
RU,Other legal forms,Trust fund
RU,Other legal forms,Municipal unitary company
RU,Partnerships,Production cooperative company
RU,Other legal forms,Charitable fund
RU,Other legal forms,Condominium
RU,Other legal forms,Bar association
RU,Other legal forms,Municipal company
RU,Other legal forms,Daughter unitary company
RU,Non profit organisations,Social organization
RU,Other legal forms,Owners' association
RU,Other legal forms,Association of companies
RU,Public authorities,Institution
RU,Partnerships,Whole partnership
RU,Partnerships,Limited liability partnership - TOO
RU,Non profit organisations,Association (union)
RU,Other legal forms,Municipal government company
RU,Other legal forms,Mutual fund
RU,Non profit organisations,Community of indigenous small-numbered people
RU,Other legal forms,Cossack society
RU,Public authorities,International organization
RU,Partnerships,Cooperative company
RU,Other legal forms,Autonomous organization
RU,Sole traders/proprietorships,Sole proprietorship
RU,Other legal forms,Pension fund
RU,Private limited companies,Insurance company
RU,Non profit organisations,Chamber of commerce and industry
RU,Other legal forms,Trade union
RU,Other legal forms,Credit consumers cooperative company
RU,Non profit organisations,Association
RU,Public authorities,State university/school
RU,Non profit organisations,Religious institution
RU,Other legal forms,Daughter economic company
RU,Other legal forms,Association of legal entities
RU,Other legal forms,Legal person acting as business entity
RU,Non profit organisations,Social movement
RU,Other legal forms,Additional liability company - ODO
RU,Other legal forms,Social fund
RU,Partnerships,Partnership
RU,Other legal forms,Lease company
RU,Other legal forms,Small company
RU,Other legal forms,Association of cooperative companies
RU,Non profit organisations,Charitable organization
RU,Public authorities,Public body
RU,Other legal forms,Collective company
RU,Non profit organisations,Farmers' association
RU,Non profit organisations,Self-regulatory organization
RU,Partnerships,Law firm
RU,Other legal forms,Intereconomy company
RU,Other legal forms,Employers union
RU,Public authorities,Municipal authority
RU,Other legal forms,Daughter company
RU,Other legal forms,Political party
RU,Partnerships,General partnership
RU,Non profit organisations,Charity association
RU,Public authorities,Municipal unit council
RU,Partnerships,Compound partnership
RU,Non profit organisations,"Professional organization, professional chamber"
RU,Non profit organisations,Non governmental international organization
RU,Non profit organisations,Educational institution
RU,Sole traders/proprietorships,Sole trader
RU,Sole traders/proprietorships,Entrepreneur - farmer
RU,Sole traders/proprietorships,Lawyer with law office
RU,Sole traders/proprietorships,Notary
RU,Sole traders/proprietorships,Individual manufacturer
RU,Public authorities,District court
RU,Non profit organisations,Foreign non profit association
RU,Other legal forms,Finance and industrial group
RU,Other legal forms,Open-ended investment company
RW,Public limited companies,Limited company
RW,Companies with unknown/unrecorded legal form,NA
RW,Public limited companies,Public limited company
RW,Public authorities,Public authority
RW,Sole traders/proprietorships,Sole trader
RW,Private limited companies,Limited liability company
RW,Private limited companies,Private limited company
RW,Branches,Branch of a foreign company
RW,Non profit organisations,Association
RW,Branches,Branch
RW,Non profit organisations,Foundation
RW,Non profit organisations,Limited company by guarantee
RW,Partnerships,Limited partnership
SA,Foreign companies,Foreign (registered) company's office
SA,Public limited companies,Public joint stock company
SA,Public limited companies,Joint stock company
SA,Private limited companies,Limited liability company
SA,Other legal forms,Government owned corporation
SA,Companies with unknown/unrecorded legal form,NA
SA,Private limited companies,Closed joint stock company
SA,Partnerships,Limited partnership
SA,Public authorities,Government owned educational institution
SA,Sole traders/proprietorships,Sole proprietorship
SA,Public authorities,Government body
SA,Partnerships,General partnership
SA,Private limited companies,One-person company
SA,Other legal forms,Company
SA,Other legal forms,Joint venture company
SA,Branches,Branch
SA,Public limited companies,Insurance stock company
SA,Non profit organisations,Non profit organization
SA,Public limited companies,Public limited company
SA,Public authorities,Intergovernmental organization
SA,Sole traders/proprietorships,Professional sole proprietorship
SA,Other legal forms,Fund
SA,Other legal forms,Open-ended investment company
SA,Other legal forms,Non-legal entity
SA,Public authorities,Ministry
SA,Other legal forms,Banking unit - offshore
SB,Companies with unknown/unrecorded legal form,NA
SC,Public limited companies,Limited company
SC,Private limited companies,Private limited company
SC,Public authorities,Public authority
SC,Companies with unknown/unrecorded legal form,NA
SC,Other legal forms,Trust fund
SC,Private limited companies,Limited liability company
SC,Branches,Branch of a foreign company
SC,Sole traders/proprietorships,Proprietorship company
SC,Private limited companies,Limited company by shares
SC,Other legal forms,Fund
SC,Public authorities,International organization
SC,Other legal forms,International business company
SC,Public limited companies,Public limited company
SC,Branches,Branch
SC,Non profit organisations,Foundation
SC,Private limited companies,Incorporated business
SC,Sole traders/proprietorships,Sole trader
SC,Non profit organisations,Association
SD,Private limited companies,Limited liability company
SD,Private limited companies,Private limited company
SD,Companies with unknown/unrecorded legal form,NA
SD,Public limited companies,Limited company
SD,Public authorities,Public authority
SD,Sole traders/proprietorships,Sole trader
SD,Public limited companies,Public limited company
SD,Partnerships,General partnership
SD,Branches,Branch
SD,Non profit organisations,Association
SD,Branches,Branch of a foreign company
SD,Non profit organisations,Foundation
SE,Public limited companies,Public limited liability company - AB publikt
SE,Private limited companies,Private limited liability company - AB
SE,Companies with unknown/unrecorded legal form,NA
SE,Partnerships,Economic association - EK For
SE,Foreign companies,Foreign legal entity
SE,Public limited companies,Bank - AB publikt
SE,Partnerships,Limited partnership - KB
SE,Public authorities,Central government unit or organization
SE,Private limited companies,Bank - AB
SE,Public limited companies,Insurance company - AB publikt
SE,Partnerships,Savings bank
SE,Private limited companies,Insurance company - AB
SE,Public limited companies,European company
SE,Non profit organisations,Mutual insurance company
SE,Partnerships,General partnership - HB
SE,Public authorities,Local government unit or organization
SE,Non profit organisations,Non profit association
SE,Sole traders/proprietorships,Sole trader
SE,Partnerships,Non-trading partnership
SE,Other legal forms,Shipping partnership
SE,Non profit organisations,Foundation
SE,Non profit organisations,Registered religious community
SE,Public authorities,Public corporation
SE,Non profit organisations,Mutual company
SE,Public limited companies,Insurance stock company
SE,Other legal forms,Joint ownership association
SE,Other legal forms,Tenants-owners' association
SE,Other legal forms,Cooperative tenants' association - KHF
SE,Non profit organisations,Benevolent society
SE,Partnerships,European cooperative company
SE,Non profit organisations,Family foundation
SE,Branches,Branch
SE,Other legal forms,Mutual fund
SE,Other legal forms,Unemployment fund
SE,Other legal forms,Investment fund
SE,Other legal forms,Fund
SE,Non profit organisations,Association
SE,Sole traders/proprietorships,Sole proprietorship
SE,Other legal forms,Open-ended investment company
SE,Public authorities,"Regional, central or local government unit or organization"
SE,Other legal forms,Mortgage bank
SE,Non profit organisations,Agricultural association
SG,Private limited companies,Private limited company
SG,Public limited companies,Public limited company by shares
SG,Private limited companies,Private limited company - exempt
SG,Public limited companies,Insurance stock company
SG,Companies with unknown/unrecorded legal form,NA
SG,Other legal forms,Investment trust
SG,Other legal forms,Private unlimited company
SG,Other legal forms,Public unlimited company
SG,Sole traders/proprietorships,Sole proprietorship
SG,Partnerships,Partnership
SG,Foreign companies,Foreign company
SG,Partnerships,Limited liability partnership
SG,Foreign companies,Foreign company representation
SG,Public authorities,Government body
SG,Non profit organisations,"Association (league, union, society, club, etc.)"
SG,Non profit organisations,Health institution
SG,Public authorities,Consulate
SG,Public authorities,Embassy
SG,Non profit organisations,Charity or public institution
SG,Other legal forms,Condominium
SG,Non profit organisations,Community association
SG,Public authorities,International organization
SG,Public authorities,Press agency
SG,Partnerships,Limited partnership
SG,Non profit organisations,Religious institution
SG,Public authorities,Foreign military unit
SG,Partnerships,Cooperative company
SG,Public authorities,Town council
SG,Other legal forms,Trade union
SG,Non profit organisations,Mutual benefit organization
SG,Other legal forms,Fund
SG,Private limited companies,Incorporated business
SG,Other legal forms,International business company
SG,Other legal forms,Unit trust
SG,Other legal forms,Open-ended investment company
SG,Branches,Branch
SG,Other legal forms,Small business
SG,Non profit organisations,Public limited company by guarantee
SG,Other legal forms,Private unlimited company - exempt
SI,Public limited companies,Joint stock company - d.d.
SI,Private limited companies,Limited liability company - d.o.o.
SI,Public limited companies,Public limited company
SI,Foreign companies,Foreign company
SI,Partnerships,Limited partnership - k.d.
SI,Companies with unknown/unrecorded legal form,NA
SI,Partnerships,Cooperative company with limited liability - z.o.o.
SI,Sole traders/proprietorships,Sole proprietorship - s.p.
SI,Other legal forms,Cooperative company without liability - z.b.o.
SI,Partnerships,General partnership - d.n.o.
SI,Non profit organisations,Institution
SI,Branches,Branch
SI,Sole traders/proprietorships,Private person
SI,Other legal forms,Investment fund
SI,Other legal forms,Fund
SI,Non profit organisations,Public institution
SI,Other legal forms,Open-ended investment company
SI,Other legal forms,Economic interest group
SI,Non profit organisations,Association
SI,Other legal forms,Trade union
SI,Public authorities,Agency
SI,Public authorities,Municipality
SI,Sole traders/proprietorships,Lawyer with law office
SI,Public authorities,State agency
SI,Non profit organisations,Foundation
SI,Other legal forms,Political party
SI,Public authorities,Government body
SI,Public authorities,Ministry
SI,Non profit organisations,Private foundation
SI,Non profit organisations,Mutual insurance company
SI,Public authorities,State institution
SI,Partnerships,Registered savings bank
SI,Non profit organisations,Agricultural association
SI,Other legal forms,Holding company
SK,Public limited companies,Joint stock company - A.S.
SK,Private limited companies,Limited liability company - S.R.O.
SK,Other legal forms,Public commercial company - V.O.S.
SK,Public limited companies,Insurance stock company
SK,Other legal forms,State company
SK,Foreign companies,Subsidiary establishment or other organizational unit
SK,Partnerships,Limited partnership - K.S.
SK,Companies with unknown/unrecorded legal form,NA
SK,Foreign companies,Foreign person - legal unit
SK,Partnerships,Cooperative company
SK,Non profit organisations,Organization based on contributions
SK,Public limited companies,European company
SK,Sole traders/proprietorships,Entrepreneur
SK,Non profit organisations,Public legal institution
SK,Other legal forms,Special-interest association of legal persons
SK,Other legal forms,"Fund (of national property, land)"
SK,Non profit organisations,"Association (league, union, society, club, etc.)"
SK,Sole traders/proprietorships,Entrepreneur - freelance occupation
SK,Non profit organisations,Non profit organization
SK,Sole traders/proprietorships,Entrepreneur - farmer
SK,Public authorities,Community (municipal office)
SK,Non profit organisations,Religious institution
SK,Sole traders/proprietorships,Foreign person
SK,Non profit organisations,"Professional organization, professional chamber"
SK,Non profit organisations,Budget organization
SK,Other legal forms,Endowment fund
SK,Other legal forms,Political party
SK,Other legal forms,Land company
SK,Other legal forms,Complementary pension fund
SK,Public authorities,Local government office
SK,Non profit organisations,"International organization, international association"
SK,Non profit organisations,Chamber (professional chambers excluded)
SK,Non profit organisations,"Foreign centre for culture and information, agency for radio, the press and television"
SK,Partnerships,European cooperative company
SK,Branches,Branch
SK,Other legal forms,Organizational unit of association
SK,Foreign companies,Representation of foreign legal unit
SK,Public authorities,Diplomatic corps of foreign country
SK,Non profit organisations,Health insurance company
SK,Other legal forms,Organizational unit of the state-aided organization
SK,Public authorities,Central bank
SK,Private limited companies,Bank
SK,Other legal forms,Fund
SK,Other legal forms,Investment fund
SK,Public limited companies,Limited company by shares
SL,Public limited companies,Insurance stock company
SL,Public limited companies,Limited company
SL,Private limited companies,Private limited company
SL,Companies with unknown/unrecorded legal form,NA
SL,Private limited companies,Limited liability company
SL,Sole traders/proprietorships,Sole trader
SL,Non profit organisations,Association
SL,Public authorities,Public authority
SL,Branches,Branch of a foreign company
SM,Companies with unknown/unrecorded legal form,NA
SM,Other legal forms,Fund
SM,Other legal forms,Mutual fund for investment
SN,Public limited companies,Limited company
SN,Companies with unknown/unrecorded legal form,NA
SN,Private limited companies,Limited liability company
SN,Other legal forms,State owned company
SN,Public authorities,Public institution of an industrial and commercial nature
SN,Private limited companies,One-person company with limited liability
SN,Public limited companies,Public limited company
SN,Sole traders/proprietorships,Sole proprietorship
SN,Sole traders/proprietorships,Sole trader
SN,Other legal forms,Economic interest group
SN,Partnerships,Civil company
SN,Foreign companies,Foreign company
SN,Public limited companies,One-person limited company
SN,Partnerships,General partnership
SN,Branches,Branch
SN,Private limited companies,"Limited company, simplified"
SO,Public limited companies,Limited company
SO,Companies with unknown/unrecorded legal form,NA
SO,Private limited companies,Limited liability company
SO,Private limited companies,Private limited company
SO,Public authorities,Public authority
SO,Non profit organisations,Association
SO,Branches,Branch of a foreign company
SR,Public limited companies,Insurance stock company
SR,Companies with unknown/unrecorded legal form,NA
SR,Branches,Branch
SS,Public limited companies,Limited company
SS,Companies with unknown/unrecorded legal form,NA
SS,Private limited companies,Private limited company
SS,Non profit organisations,Association
SS,Branches,Branch of a foreign company
SS,Private limited companies,Limited liability company
SS,Non profit organisations,Foundation
ST,Companies with unknown/unrecorded legal form,NA
ST,Public limited companies,Limited company
ST,Private limited companies,Limited liability company
ST,Public authorities,Public authority
ST,Private limited companies,Private limited company
ST,Non profit organisations,Association
SV,Companies with unknown/unrecorded legal form,NA
SV,Public limited companies,Public limited company
SV,Public limited companies,Insurance stock company
SV,Branches,Branch
SV,Public limited companies,Limited company with variable capital - S.A. De C.V.
SV,Non profit organisations,Association
SV,Public limited companies,Limited company - S.A.
SV,Non profit organisations,Educational institution
SV,Non profit organisations,Foundation
SV,Other legal forms,Cooperative association
SV,Partnerships,Partnership
SV,Private limited companies,Limited liability company with variable capital
SV,Branches,Branch of a foreign company
SV,Other legal forms,Federation
SV,Partnerships,Cooperative company
SV,Public authorities,Institution
SV,Other legal forms,Trade union
SV,Other legal forms,Trust
SV,Private limited companies,Limited liability company
SV,Non profit organisations,Religious institution
SV,Partnerships,Cooperative company with limited liability
SV,Other legal forms,Condominium
SV,Non profit organisations,"Association (league, union, society, club, etc.)"
SV,Non profit organisations,Health institution
SV,Public authorities,Municipality
SV,Other legal forms,School board
SV,Private limited companies,Incorporated business
SV,Non profit organisations,Community association
SV,Public authorities,Embassy
SV,Public authorities,Ministry
SY,Public limited companies,Joint stock company
SY,Partnerships,General partnership
SY,Sole traders/proprietorships,Sole proprietorship
SY,Other legal forms,Joint venture company
SY,Other legal forms,Government owned corporation
SY,Companies with unknown/unrecorded legal form,NA
SY,Private limited companies,Closed joint stock company
SY,Private limited companies,Limited liability company
SY,Other legal forms,Company
SY,Partnerships,Limited partnership
SY,Other legal forms,Free zone establishment
SY,Other legal forms,Free zone company
SY,Branches,Branch
SY,Foreign companies,Foreign (registered) company's office
SY,Non profit organisations,Non profit organization
SZ,Public limited companies,Limited company
SZ,Public limited companies,Public limited company
SZ,Non profit organisations,Association
SZ,Companies with unknown/unrecorded legal form,NA
SZ,Private limited companies,Private limited company
SZ,Public authorities,Public authority
SZ,Branches,Branch of a foreign company
SZ,Other legal forms,Trust fund
SZ,Other legal forms,Trust company
SZ,Non profit organisations,Foundation
SZ,Private limited companies,Limited liability company
SZ,Other legal forms,Unit trust
SZ,Sole traders/proprietorships,Sole trader
SZ,Partnerships,General partnership
SZ,Partnerships,Cooperative society
SZ,Partnerships,Limited partnership
SZ,Sole traders/proprietorships,Proprietorship company
TD,Public limited companies,Limited company
TD,Companies with unknown/unrecorded legal form,NA
TD,Private limited companies,Private limited company
TD,Non profit organisations,Foundation
TD,Private limited companies,Limited liability company
TD,Public authorities,Public authority
TD,Sole traders/proprietorships,Sole trader
TD,Partnerships,General partnership
TD,Other legal forms,Establishment
TD,Branches,Branch of a foreign company
TD,Non profit organisations,Association
TG,Public limited companies,Public limited company
TG,Private limited companies,Private limited company
TG,Public limited companies,Insurance stock company
TG,Companies with unknown/unrecorded legal form,NA
TG,Private limited companies,Limited liability company
TG,Public limited companies,Limited company
TG,Branches,Branch of a foreign company
TG,Sole traders/proprietorships,Sole trader
TG,Partnerships,Cooperative society
TG,Public authorities,Institution
TG,Sole traders/proprietorships,Sole proprietorship
TG,Non profit organisations,Association
TG,Non profit organisations,Foundation
TG,Public authorities,Public authority
TG,Partnerships,Limited partnership
TH,Public limited companies,Public limited company
TH,Private limited companies,Private limited company
TH,Other legal forms,State owned company
TH,Companies with unknown/unrecorded legal form,NA
TH,Private limited companies,Limited company
TH,Public limited companies,Insurance stock company
TH,Partnerships,Limited partnership
TH,Private limited companies,Corporation
TH,Other legal forms,Mutual fund
TH,Other legal forms,Fund
TH,Other legal forms,Open-ended investment company
TH,Other legal forms,Closed-ended investment company
TH,Branches,Branch
TH,Foreign companies,Foreign company
TJ,Companies with unknown/unrecorded legal form,NA
TJ,Sole traders/proprietorships,Personal business enterprise
TJ,Private limited companies,Limited liability company
TJ,Non profit organisations,Association
TJ,Private limited companies,Closed joint stock company
TJ,Public authorities,State institution (including education institution)
TJ,Other legal forms,State company
TJ,Partnerships,Cooperative company
TJ,Public limited companies,Open joint stock company
TJ,Other legal forms,Agricultural company
TJ,Other legal forms,Condominium
TJ,Other legal forms,Private institution
TJ,Branches,Branch
TJ,Non profit organisations,Health institution
TJ,Foreign companies,Representative office
TJ,Other legal forms,Public fund
TJ,Partnerships,Limited partnership
TJ,Non profit organisations,Non profit organization
TL,Companies with unknown/unrecorded legal form,NA
TM,Companies with unknown/unrecorded legal form,NA
TM,Branches,Branch
TN,Public limited companies,Public limited company - SA
TN,Companies with unknown/unrecorded legal form,NA
TN,Public limited companies,Insurance stock company
TN,Private limited companies,One-person company with limited liability - SUARL
TN,Private limited companies,Limited liability company - SARL
TN,Sole traders/proprietorships,Sole proprietorship
TN,Non profit organisations,Association
TN,Foreign companies,Foreign company's representative office
TN,Partnerships,General partnership - SNC
TN,Non profit organisations,Public non-administrative institution - EPNA
TN,Other legal forms,Economic interest group
TN,Partnerships,Agricultural cooperative company - SMSA
TN,Partnerships,Civil company - SC
TN,Other legal forms,Business center
TN,Partnerships,Civil company of professionals - SCP
TN,Other legal forms,Association of companies
TN,Sole traders/proprietorships,Individual company
TN,Partnerships,Limited partnership - SCS
TN,Other legal forms,De facto corporation
TN,Other legal forms,Professional association
TN,Other legal forms,Investment company with variable capital
TN,Partnerships,Limited partnership by shares - SCA
TN,Other legal forms,Unregistered association
TN,Non profit organisations,Public benefit corporation
TN,Branches,Branch of a foreign company
TO,Companies with unknown/unrecorded legal form,NA
TR,Public limited companies,Joint stock company - AS
TR,Other legal forms,Revolving fund
TR,Public limited companies,Public limited partnership
TR,Companies with unknown/unrecorded legal form,NA
TR,Foreign companies,Foreign company
TR,Other legal forms,State owned company
TR,Private limited companies,Private limited company - Ltd STI
TR,Public limited companies,Public limited company
TR,Non profit organisations,Social organization
TR,Sole traders/proprietorships,Sole proprietorship
TR,Partnerships,Cooperative company
TR,Non profit organisations,Public organization
TR,Public limited companies,Insurance stock company
TR,Partnerships,Limited partnership - Kom STI
TR,Partnerships,General partnership - Koll STI
TR,Non profit organisations,Foundation
TR,Non profit organisations,Educational institution
TR,Other legal forms,Joint venture company
TR,Partnerships,Partnership
TR,Branches,Branch
TR,Other legal forms,Fund
TR,Other legal forms,Open-ended investment company
TT,Public limited companies,Public limited company
TT,Companies with unknown/unrecorded legal form,NA
TT,Public limited companies,Insurance stock company
TT,Branches,Branch
TT,Other legal forms,Fund
TT,Private limited companies,Limited liability company
TV,Companies with unknown/unrecorded legal form,NA
TZ,Public limited companies,Public limited company
TZ,Public limited companies,Limited company
TZ,Companies with unknown/unrecorded legal form,NA
TZ,Public authorities,Public authority
TZ,Private limited companies,Private limited company
TZ,Public limited companies,Insurance stock company
TZ,Private limited companies,Limited liability company
TZ,Partnerships,General partnership
TZ,Sole traders/proprietorships,Sole trader
TZ,Branches,Branch of a foreign company
TZ,Non profit organisations,Limited company by guarantee
TZ,Non profit organisations,Association
TZ,Non profit organisations,Foundation
TZ,Other legal forms,Trust fund
TZ,Partnerships,Limited partnership
TZ,Branches,Branch
UA,Public limited companies,Joint stock company
UA,Companies with unknown/unrecorded legal form,NA
UA,Private limited companies,Limited liability company
UA,Other legal forms,Municipal company
UA,Other legal forms,State company
UA,Public authorities,Executive agency
UA,Other legal forms,Daughter company
UA,Other legal forms,Joint venture company
UA,Non profit organisations,"Organization (institution, establishment)"
UA,Private limited companies,Private company
UA,Non profit organisations,Public institution
UA,Other legal forms,"Manufacturing organization (institution, establishment)"
UA,Private limited companies,Closed joint stock company
UA,Other legal forms,Association of legal persons
UA,Public limited companies,Open joint stock company
UA,Foreign companies,Representative company
UA,Foreign companies,Foreign company
UA,Branches,Branch
UA,Other legal forms,Proprietors of multiple dwelling union
UA,Public authorities,Local governing institution
UA,Public authorities,"State organization (institution, establishment)"
UA,Other legal forms,Concern
UA,Public limited companies,Corporation
UA,Partnerships,Cooperative company
UA,Other legal forms,Collective company
UA,Non profit organisations,Religious institution
UA,Other legal forms,Double liability company
UA,Other legal forms,Political party
UA,Public limited companies,Insurance stock company
UA,Other legal forms,Consortium
UA,Other legal forms,Farm
UA,Other legal forms,Trade union
UA,Non profit organisations,Charitable organization
UA,Other legal forms,Company of citizenry association
UA,Other legal forms,Commodity exchange
UA,Other legal forms,Housing cooperative company
UA,Non profit organisations,Consumers society
UA,Other legal forms,Official company
UA,Partnerships,Cooperative society
UA,Non profit organisations,Association / Cooperative society
UA,Partnerships,Limited partnership
UA,Other legal forms,Credit union
UA,Partnerships,Agricultural cooperative company
UA,Other legal forms,Family company
UA,Partnerships,General partnership
UA,Other legal forms,Rent company
UA,Partnerships,Partnership
UA,Partnerships,Law firm
UA,Other legal forms,Pension fund
UA,Non profit organisations,"Private organization (institution, establishment)"
UA,Other legal forms,Association of citizenry unions
UA,Partnerships,Consumers cooperative company
UA,Partnerships,Cooperative bank
UA,Sole traders/proprietorships,Entrepreneur
UA,Public limited companies,Public limited company
UA,Public limited companies,State joint stock company
UA,Other legal forms,"Association of citizenry, trade unions and others"
UA,Other legal forms,Organization of companies
UA,Other legal forms,Cooperative associations union
UA,Non profit organisations,"Organization (institution, establishment) of citizenry associations"
UA,Other legal forms,Employers organization
UA,Other legal forms,Organization of holders
UA,Other legal forms,Creative union
UA,Other legal forms,Holding company
UA,Other legal forms,Association of trade unions
UA,Non profit organisations,Organ of inhabitans self-organization
UA,Sole traders/proprietorships,Sole proprietorship
UA,Other legal forms,Economic company
UA,Other legal forms,Authorized dealership without legal person status
UA,Other legal forms,Organization of buyers
UA,Other legal forms,Stock exchange
UA,Other legal forms,Fund
UG,Public limited companies,Public limited company
UG,Companies with unknown/unrecorded legal form,NA
UG,Public limited companies,Insurance stock company
UG,Private limited companies,Private limited company
UG,Non profit organisations,Limited company by guarantee
UG,Other legal forms,Government owned company
UG,Private limited companies,Limited company
UG,Partnerships,General partnership
UG,Partnerships,Limited partnership
UG,Other legal forms,Joint venture company
UG,Branches,Branch
UG,Non profit organisations,Non governmental organization
UG,Other legal forms,Unit trust
US,Public limited companies,Public limited company
US,Public limited companies,Insurance stock company
US,Private limited companies,Limited liability company
US,Partnerships,Limited partnership
US,Companies with unknown/unrecorded legal form,NA
US,Private limited companies,Incorporated business
US,Non profit organisations,Non profit company
US,Non profit organisations,Mutual company
US,Public authorities,Public authority
US,Non profit organisations,Reciprocal insurance exchange company
US,Other legal forms,Limited liability corporation
US,Other legal forms,Professional association
US,Branches,Branch
US,Partnerships,Cooperative company
US,Non profit organisations,"Association (league, union, society, club, etc.)"
US,Other legal forms,Condominium
US,Non profit organisations,Health institution
US,Public limited companies,Public limited partnership
US,Public limited companies,Insurance company
US,Foreign companies,Foreign company
US,Other legal forms,Small business
US,Non profit organisations,Foundation
US,Non profit organisations,Fraternal benefit organization
US,Public authorities,International organization
US,Non profit organisations,Educational institution
US,Other legal forms,Investment trust
US,Partnerships,Limited liability partnership
US,Other legal forms,Lloyd's
US,Non profit organisations,Religious institution
